name,href
Mateo Kovacic,https://www.futwiz.com/en/fifa23/player/mateo-kovacic/21383
Jack Grealish,https://www.futwiz.com/en/fifa23/player/jack-grealish/21673
Serge Gnabry,https://www.futwiz.com/en/fifa23/player/serge-gnabry/17743
Serge Gnabry,https://www.futwiz.com/en/fifa23/player/serge-gnabry/19147
Jacob Murphy,https://www.futwiz.com/en/fifa23/player/jacob-murphy/21250
Luke Shaw,https://www.futwiz.com/en/fifa23/player/luke-shaw/20585
Teji Savanier,https://www.futwiz.com/en/fifa23/player/teji-savanier/20583
James Ward-Prowse,https://www.futwiz.com/en/fifa23/player/james-ward-prowse/19419
Antonio Rudiger,https://www.futwiz.com/en/fifa23/player/antonio-rudiger/17741
Antonio Rudiger,https://www.futwiz.com/en/fifa23/player/antonio-rudiger/125
Davy Klaassen,https://www.futwiz.com/en/fifa23/player/davy-klaassen/19048
Leonardo Spinazzola,https://www.futwiz.com/en/fifa23/player/leonardo-spinazzola/20624
Jerome Roussillon,https://www.futwiz.com/en/fifa23/player/jerome-roussillon/21620
Felipe Anderson,https://www.futwiz.com/en/fifa23/player/felipe-anderson/20627
Mauro Icardi,https://www.futwiz.com/en/fifa23/player/mauro-icardi/17577
Morata,https://www.futwiz.com/en/fifa23/player/morata/17752
Kalidou Koulibaly,https://www.futwiz.com/en/fifa23/player/kalidou-koulibaly/17748
Kalidou Koulibaly,https://www.futwiz.com/en/fifa23/player/kalidou-koulibaly/84
Danilo Pereira,https://www.futwiz.com/en/fifa23/player/danilo-pereira/17738
Kevin Volland,https://www.futwiz.com/en/fifa23/player/kevin-volland/20615
Steven Berghuis,https://www.futwiz.com/en/fifa23/player/steven-berghuis/21669
Matz Sels,https://www.futwiz.com/en/fifa23/player/matz-sels/21742
Marco Verratti,https://www.futwiz.com/en/fifa23/player/marco-verratti/286
Dusan Tadic,https://www.futwiz.com/en/fifa23/player/dusan-tadic/20634
Dusan Tadic,https://www.futwiz.com/en/fifa23/player/dusan-tadic/19398
Danilo,https://www.futwiz.com/en/fifa23/player/danilo/19370
Alex Fernandez,https://www.futwiz.com/en/fifa23/player/alex-fernandez/19414
Mathew Ryan,https://www.futwiz.com/en/fifa23/player/mathew-ryan/21829
Lorenzo Insigne,https://www.futwiz.com/en/fifa23/player/lorenzo-insigne/17498
James Tavernier,https://www.futwiz.com/en/fifa23/player/james-tavernier/19390
Antoine Griezmann,https://www.futwiz.com/en/fifa23/player/antoine-griezmann/19320
Christopher Trimmel,https://www.futwiz.com/en/fifa23/player/christopher-trimmel/21294
Juan Cuadrado,https://www.futwiz.com/en/fifa23/player/juan-cuadrado/19061
De Gea,https://www.futwiz.com/en/fifa23/player/de-gea/17760
De Gea,https://www.futwiz.com/en/fifa23/player/de-gea/81
Iago Aspas,https://www.futwiz.com/en/fifa23/player/iago-aspas/21384
Iago Aspas,https://www.futwiz.com/en/fifa23/player/iago-aspas/19401
Ciro Immobile,https://www.futwiz.com/en/fifa23/player/ciro-immobile/17266
Mario Gotze,https://www.futwiz.com/en/fifa23/player/mario-gotze/19209
Emilio Butragueno,https://www.futwiz.com/en/fifa23/player/emilio-butragueno/1231
Jorge Campos,https://www.futwiz.com/en/fifa23/player/jorge-campos/15537
Christian Eriksen,https://www.futwiz.com/en/fifa23/player/christian-eriksen/19103
Canales,https://www.futwiz.com/en/fifa23/player/canales/20584
Socrates,https://www.futwiz.com/en/fifa23/player/socrates/1247
Bobby Moore,https://www.futwiz.com/en/fifa23/player/bobby-moore/1253
Thomas Muller,https://www.futwiz.com/en/fifa23/player/thomas-muller/189
Thomas Muller,https://www.futwiz.com/en/fifa23/player/thomas-muller/17740
Kevin Trapp,https://www.futwiz.com/en/fifa23/player/kevin-trapp/17341
Marco Reus,https://www.futwiz.com/en/fifa23/player/marco-reus/20635
Ilkay Gundogan,https://www.futwiz.com/en/fifa23/player/ilkay-gundogan/22456
Kieran Trippier,https://www.futwiz.com/en/fifa23/player/kieran-trippier/19243
Wojciech Szczesny,https://www.futwiz.com/en/fifa23/player/wojciech-szczesny/17292
Peter Gulacsi,https://www.futwiz.com/en/fifa23/player/peter-gulacsi/19351
Romain Alessandrini,https://www.futwiz.com/en/fifa23/player/romain-alessandrini/21505
Azpilicueta,https://www.futwiz.com/en/fifa23/player/azpilicueta/19399
Matteo Darmian,https://www.futwiz.com/en/fifa23/player/matteo-darmian/21584
Leonardo Bonucci,https://www.futwiz.com/en/fifa23/player/leonardo-bonucci/17456
Angel Di Maria,https://www.futwiz.com/en/fifa23/player/angel-di-maria/21301
Ivan Perisic,https://www.futwiz.com/en/fifa23/player/ivan-perisic/19198
Simon Kjaer,https://www.futwiz.com/en/fifa23/player/simon-kjaer/21575
Olivier Giroud,https://www.futwiz.com/en/fifa23/player/olivier-giroud/19139
Dimitri Payet,https://www.futwiz.com/en/fifa23/player/dimitri-payet/17507
Kevin-Prince Boateng,https://www.futwiz.com/en/fifa23/player/kevin-prince-boateng/19302
Claudio Marchisio,https://www.futwiz.com/en/fifa23/player/claudio-marchisio/15521
Raul Garcia,https://www.futwiz.com/en/fifa23/player/raul-garcia/19365
Sami Al Jaber,https://www.futwiz.com/en/fifa23/player/sami-al-jaber/19037
David Silva,https://www.futwiz.com/en/fifa23/player/david-silva/19002
Hugo Lloris,https://www.futwiz.com/en/fifa23/player/hugo-lloris/17742
Hugo Lloris,https://www.futwiz.com/en/fifa23/player/hugo-lloris/82
Hugo Sanchez,https://www.futwiz.com/en/fifa23/player/hugo-sanchez/1243
Stefan Radu,https://www.futwiz.com/en/fifa23/player/stefan-radu/19415
Theo Walcott,https://www.futwiz.com/en/fifa23/player/theo-walcott/20079
Steve Mandanda,https://www.futwiz.com/en/fifa23/player/steve-mandanda/21467
Kasper Schmeichel,https://www.futwiz.com/en/fifa23/player/kasper-schmeichel/20636
Fabio Quagliarella,https://www.futwiz.com/en/fifa23/player/fabio-quagliarella/19361
Lionel Messi,https://www.futwiz.com/en/fifa23/player/lionel-messi/19076
Luis Hernandez,https://www.futwiz.com/en/fifa23/player/luis-hernandez/1229
Aiden McGeady,https://www.futwiz.com/en/fifa23/player/aiden-mcgeady/21417
Giorgio Chiellini,https://www.futwiz.com/en/fifa23/player/giorgio-chiellini/19259
Kaka,https://www.futwiz.com/en/fifa23/player/kaka/1238
Henrik Larsson,https://www.futwiz.com/en/fifa23/player/henrik-larsson/1239
Edwin van der Sar,https://www.futwiz.com/en/fifa23/player/edwin-van-der-sar/1225
Michael Essien,https://www.futwiz.com/en/fifa23/player/michael-essien/1256
Xabi Alonso,https://www.futwiz.com/en/fifa23/player/xabi-alonso/163
Joaquin,https://www.futwiz.com/en/fifa23/player/joaquin/19350
Sidney Govou,https://www.futwiz.com/en/fifa23/player/sidney-govou/20
Didier Drogba,https://www.futwiz.com/en/fifa23/player/didier-drogba/1251
Cristiano Ronaldo,https://www.futwiz.com/en/fifa23/player/cristiano-ronaldo/19197
Yaya Toure,https://www.futwiz.com/en/fifa23/player/yaya-toure/15528
Ivan Cordoba,https://www.futwiz.com/en/fifa23/player/ivan-cordoba/15535
Miroslav Klose,https://www.futwiz.com/en/fifa23/player/miroslav-klose/1230
Robin van Persie,https://www.futwiz.com/en/fifa23/player/robin-van-persie/1117
Hernan Crespo,https://www.futwiz.com/en/fifa23/player/hernan-crespo/1224
Casillas,https://www.futwiz.com/en/fifa23/player/casillas/1111
Gianluca Zambrotta,https://www.futwiz.com/en/fifa23/player/gianluca-zambrotta/1236
Hristo Stoichkov,https://www.futwiz.com/en/fifa23/player/hristo-stoichkov/1254
Rivaldo,https://www.futwiz.com/en/fifa23/player/rivaldo/1262
Gennaro Gattuso,https://www.futwiz.com/en/fifa23/player/gennaro-gattuso/1242
Dennis Bergkamp,https://www.futwiz.com/en/fifa23/player/dennis-bergkamp/1244
Claude Makelele,https://www.futwiz.com/en/fifa23/player/claude-makelele/1250
Thierry Henry,https://www.futwiz.com/en/fifa23/player/thierry-henry/1249
Gianfranco Zola,https://www.futwiz.com/en/fifa23/player/gianfranco-zola/1258
Fabio Cannavaro,https://www.futwiz.com/en/fifa23/player/fabio-cannavaro/1233
Marcel Desailly,https://www.futwiz.com/en/fifa23/player/marcel-desailly/1227
Alessandro Del Piero,https://www.futwiz.com/en/fifa23/player/alessandro-del-piero/1245
Javier Zanetti,https://www.futwiz.com/en/fifa23/player/javier-zanetti/1255
Sol Campbell,https://www.futwiz.com/en/fifa23/player/sol-campbell/1223
David Beckham,https://www.futwiz.com/en/fifa23/player/david-beckham/1259
Paul Scholes,https://www.futwiz.com/en/fifa23/player/paul-scholes/1232
Alan Shearer,https://www.futwiz.com/en/fifa23/player/alan-shearer/1234
Joe Cole,https://www.futwiz.com/en/fifa23/player/joe-cole/15531
Wlodzimierz Smolarek,https://www.futwiz.com/en/fifa23/player/wlodzimierz-smolarek/15558
Park Ji Sung,https://www.futwiz.com/en/fifa23/player/park-ji-sung/15550
Gavi,https://www.futwiz.com/en/fifa23/player/gavi/19205
Monnapule Saleng,https://www.futwiz.com/en/fifa23/player/monnapule-saleng/22367
Wayne Rooney,https://www.futwiz.com/en/fifa23/player/wayne-rooney/1120
Maxim Gullit,https://www.futwiz.com/en/fifa23/player/maxim-gullit/19291
Gabri Veiga,https://www.futwiz.com/en/fifa23/player/gabri-veiga/21274
Fernando Torres,https://www.futwiz.com/en/fifa23/player/fernando-torres/21657
Petr Cech,https://www.futwiz.com/en/fifa23/player/petr-cech/1283
Antony,https://www.futwiz.com/en/fifa23/player/antony/17325
Nicolo Rovella,https://www.futwiz.com/en/fifa23/player/nicolo-rovella/20569
Matias Vina,https://www.futwiz.com/en/fifa23/player/matias-vina/17787
Ronald Araujo,https://www.futwiz.com/en/fifa23/player/ronald-araujo/17778
Jeremie Frimpong,https://www.futwiz.com/en/fifa23/player/jeremie-frimpong/19164
Jeremie Frimpong,https://www.futwiz.com/en/fifa23/player/jeremie-frimpong/20588
Matheus Nunes,https://www.futwiz.com/en/fifa23/player/matheus-nunes/19073
Wilfried Singo,https://www.futwiz.com/en/fifa23/player/wilfried-singo/20070
Jude Bellingham,https://www.futwiz.com/en/fifa23/player/jude-bellingham/19274
Jude Bellingham,https://www.futwiz.com/en/fifa23/player/jude-bellingham/17532
Nuno Mendes,https://www.futwiz.com/en/fifa23/player/nuno-mendes/20618
Pedri,https://www.futwiz.com/en/fifa23/player/pedri/17422
Nuno Tavares,https://www.futwiz.com/en/fifa23/player/nuno-tavares/20559
Josko Gvardiol,https://www.futwiz.com/en/fifa23/player/josko-gvardiol/19202
Nico Schlotterbeck,https://www.futwiz.com/en/fifa23/player/nico-schlotterbeck/17322
Khvicha Kvaratskhelia,https://www.futwiz.com/en/fifa23/player/khvicha-kvaratskhelia/21347
John Barnes,https://www.futwiz.com/en/fifa23/player/john-barnes/1269
Dejan Kulusevski,https://www.futwiz.com/en/fifa23/player/dejan-kulusevski/21421
Brenden Aaronson,https://www.futwiz.com/en/fifa23/player/brenden-aaronson/19132
Gonzalo Plata,https://www.futwiz.com/en/fifa23/player/gonzalo-plata/20553
Jacob Ramsey,https://www.futwiz.com/en/fifa23/player/jacob-ramsey/20552
Dusan Vlahovic,https://www.futwiz.com/en/fifa23/player/dusan-vlahovic/17477
Noah Fadiga,https://www.futwiz.com/en/fifa23/player/noah-fadiga/19315
Jesper Lindstrom,https://www.futwiz.com/en/fifa23/player/jesper-lindstrom/20071
Giovanni Reyna,https://www.futwiz.com/en/fifa23/player/giovanni-reyna/19169
Thiago Almada,https://www.futwiz.com/en/fifa23/player/thiago-almada/21470
Nayef Aguerd,https://www.futwiz.com/en/fifa23/player/nayef-aguerd/19189
Ibrahim Sadiq,https://www.futwiz.com/en/fifa23/player/ibrahim-sadiq/22365
Djed Spence,https://www.futwiz.com/en/fifa23/player/djed-spence/20069
Jonathan David,https://www.futwiz.com/en/fifa23/player/jonathan-david/19168
Anthony Gordon,https://www.futwiz.com/en/fifa23/player/anthony-gordon/20083
Romain Faivre,https://www.futwiz.com/en/fifa23/player/romain-faivre/17460
Cody Gakpo,https://www.futwiz.com/en/fifa23/player/cody-gakpo/17337
Joao Felix,https://www.futwiz.com/en/fifa23/player/joao-felix/19271
Carlos Coronel,https://www.futwiz.com/en/fifa23/player/carlos-coronel/19362
Moussa Diaby,https://www.futwiz.com/en/fifa23/player/moussa-diaby/17623
Rafael Leao,https://www.futwiz.com/en/fifa23/player/rafael-leao/17343
Aurelien Tchouameni,https://www.futwiz.com/en/fifa23/player/aurelien-tchouameni/17323
Timothy Weah,https://www.futwiz.com/en/fifa23/player/timothy-weah/19128
Jules Kounde,https://www.futwiz.com/en/fifa23/player/jules-kounde/19166
Thomas Lemar,https://www.futwiz.com/en/fifa23/player/thomas-lemar/17401
Kingsley Coman,https://www.futwiz.com/en/fifa23/player/kingsley-coman/17777
Kingsley Coman,https://www.futwiz.com/en/fifa23/player/kingsley-coman/185
Divock Origi,https://www.futwiz.com/en/fifa23/player/divock-origi/19410
Yannick Gerhardt,https://www.futwiz.com/en/fifa23/player/yannick-gerhardt/21325
Jamie Maclaren,https://www.futwiz.com/en/fifa23/player/jamie-maclaren/21744
Aymeric Laporte,https://www.futwiz.com/en/fifa23/player/aymeric-laporte/17766
Aymeric Laporte,https://www.futwiz.com/en/fifa23/player/aymeric-laporte/79
Bruno Fernandes,https://www.futwiz.com/en/fifa23/player/bruno-fernandes/332
Bruno Fernandes,https://www.futwiz.com/en/fifa23/player/bruno-fernandes/17776
Timo Werner,https://www.futwiz.com/en/fifa23/player/timo-werner/19074
Andre Hahn,https://www.futwiz.com/en/fifa23/player/andre-hahn/19323
Paulo Dybala,https://www.futwiz.com/en/fifa23/player/paulo-dybala/17785
Paulo Dybala,https://www.futwiz.com/en/fifa23/player/paulo-dybala/315
Domenico Berardi,https://www.futwiz.com/en/fifa23/player/domenico-berardi/17570
Piotr Zielinski,https://www.futwiz.com/en/fifa23/player/piotr-zielinski/21586
Jonas Hofmann,https://www.futwiz.com/en/fifa23/player/jonas-hofmann/19005
Adrien Rabiot,https://www.futwiz.com/en/fifa23/player/adrien-rabiot/19129
Adrien Rabiot,https://www.futwiz.com/en/fifa23/player/adrien-rabiot/21387
Yassine Bounou,https://www.futwiz.com/en/fifa23/player/yassine-bounou/19204
Christian Gunter,https://www.futwiz.com/en/fifa23/player/christian-gunter/19404
Emil Forsberg,https://www.futwiz.com/en/fifa23/player/emil-forsberg/20625
Danny Ward,https://www.futwiz.com/en/fifa23/player/danny-ward/19248
Jesse Lingard,https://www.futwiz.com/en/fifa23/player/jesse-lingard/21507
Leandro Trossard,https://www.futwiz.com/en/fifa23/player/leandro-trossard/19108
Mateo Kovacic,https://www.futwiz.com/en/fifa23/player/mateo-kovacic/19107
Luke Shaw,https://www.futwiz.com/en/fifa23/player/luke-shaw/19145
Niclas Fullkrug,https://www.futwiz.com/en/fifa23/player/niclas-fullkrug/19025
Riyad Mahrez,https://www.futwiz.com/en/fifa23/player/riyad-mahrez/233
John Stones,https://www.futwiz.com/en/fifa23/player/john-stones/21716
Raheem Sterling,https://www.futwiz.com/en/fifa23/player/raheem-sterling/17786
Raheem Sterling,https://www.futwiz.com/en/fifa23/player/raheem-sterling/103
Memphis Depay,https://www.futwiz.com/en/fifa23/player/memphis-depay/19143
Marcos Rojo,https://www.futwiz.com/en/fifa23/player/marcos-rojo/21606
Ahmed Musa,https://www.futwiz.com/en/fifa23/player/ahmed-musa/19306
Cristiano Biraghi,https://www.futwiz.com/en/fifa23/player/cristiano-biraghi/19405
Anthony Lopes,https://www.futwiz.com/en/fifa23/player/anthony-lopes/19403
Wissam Ben Yedder,https://www.futwiz.com/en/fifa23/player/wissam-ben-yedder/17344
Ross Barkley,https://www.futwiz.com/en/fifa23/player/ross-barkley/17567
Ross Barkley,https://www.futwiz.com/en/fifa23/player/ross-barkley/17568
Alex Oxlade-Chamberlain,https://www.futwiz.com/en/fifa23/player/alex-oxlade-chamberlain/21456
Wilfried Zaha,https://www.futwiz.com/en/fifa23/player/wilfried-zaha/17459
Luis Alberto,https://www.futwiz.com/en/fifa23/player/luis-alberto/20034
Stefan de Vrij,https://www.futwiz.com/en/fifa23/player/stefan-de-vrij/17579
David Alaba,https://www.futwiz.com/en/fifa23/player/david-alaba/122
Yuto Nagatomo,https://www.futwiz.com/en/fifa23/player/yuto-nagatomo/19140
Gary Medel,https://www.futwiz.com/en/fifa23/player/gary-medel/17574
Xherdan Shaqiri,https://www.futwiz.com/en/fifa23/player/xherdan-shaqiri/17771
Martin Braithwaite,https://www.futwiz.com/en/fifa23/player/martin-braithwaite/21254
Thomas Delaney,https://www.futwiz.com/en/fifa23/player/thomas-delaney/17765
Romelu Lukaku,https://www.futwiz.com/en/fifa23/player/romelu-lukaku/17781
Romelu Lukaku,https://www.futwiz.com/en/fifa23/player/romelu-lukaku/313
Ciro Immobile,https://www.futwiz.com/en/fifa23/player/ciro-immobile/314
Peter Schmeichel,https://www.futwiz.com/en/fifa23/player/peter-schmeichel/1281
Luuk de Jong,https://www.futwiz.com/en/fifa23/player/luuk-de-jong/17509
Fabio,https://www.futwiz.com/en/fifa23/player/fabio/19311
Parejo,https://www.futwiz.com/en/fifa23/player/parejo/123
Thiago,https://www.futwiz.com/en/fifa23/player/thiago/105
Thiago,https://www.futwiz.com/en/fifa23/player/thiago/17779
Kevin Trapp,https://www.futwiz.com/en/fifa23/player/kevin-trapp/17775
Kevin Trapp,https://www.futwiz.com/en/fifa23/player/kevin-trapp/186
Aaron Ramsey,https://www.futwiz.com/en/fifa23/player/aaron-ramsey/19043
Kieran Trippier,https://www.futwiz.com/en/fifa23/player/kieran-trippier/17625
Wojciech Szczesny,https://www.futwiz.com/en/fifa23/player/wojciech-szczesny/17783
Wojciech Szczesny,https://www.futwiz.com/en/fifa23/player/wojciech-szczesny/308
Eric Maxim Choupo-Moting,https://www.futwiz.com/en/fifa23/player/eric-maxim-choupo-moting/17773
Moussa Sissoko,https://www.futwiz.com/en/fifa23/player/moussa-sissoko/17508
Ivan Perisic,https://www.futwiz.com/en/fifa23/player/ivan-perisic/17560
Edin Dzeko,https://www.futwiz.com/en/fifa23/player/edin-dzeko/19004
Seamus Coleman,https://www.futwiz.com/en/fifa23/player/seamus-coleman/19411
Alexandre Pato,https://www.futwiz.com/en/fifa23/player/alexandre-pato/19264
Simon Kjaer,https://www.futwiz.com/en/fifa23/player/simon-kjaer/19131
Mesut Ozil,https://www.futwiz.com/en/fifa23/player/mesut-ozil/19283
Dries Mertens,https://www.futwiz.com/en/fifa23/player/dries-mertens/19072
Joselu,https://www.futwiz.com/en/fifa23/player/joselu/19423
Antonio Candreva,https://www.futwiz.com/en/fifa23/player/antonio-candreva/21256
Andres Guardado,https://www.futwiz.com/en/fifa23/player/andres-guardado/17770
Erik Lamela,https://www.futwiz.com/en/fifa23/player/erik-lamela/22366
Sami Al Jaber,https://www.futwiz.com/en/fifa23/player/sami-al-jaber/15553
Falcao,https://www.futwiz.com/en/fifa23/player/falcao/17472
Thiago Silva,https://www.futwiz.com/en/fifa23/player/thiago-silva/17772
Thiago Silva,https://www.futwiz.com/en/fifa23/player/thiago-silva/104
Fernando Hierro,https://www.futwiz.com/en/fifa23/player/fernando-hierro/1266
Clint Dempsey,https://www.futwiz.com/en/fifa23/player/clint-dempsey/19042
Jesus Navas,https://www.futwiz.com/en/fifa23/player/jesus-navas/17458
James Milner,https://www.futwiz.com/en/fifa23/player/james-milner/19354
Henrik Larsson,https://www.futwiz.com/en/fifa23/player/henrik-larsson/1263
Peter Crouch,https://www.futwiz.com/en/fifa23/player/peter-crouch/21
Ledley King,https://www.futwiz.com/en/fifa23/player/ledley-king/19342
Raul,https://www.futwiz.com/en/fifa23/player/raul/1276
Jerzy Dudek,https://www.futwiz.com/en/fifa23/player/jerzy-dudek/15544
Sidney Govou,https://www.futwiz.com/en/fifa23/player/sidney-govou/15554
Joan Capdevilla,https://www.futwiz.com/en/fifa23/player/joan-capdevilla/15567
Dirk Kuyt,https://www.futwiz.com/en/fifa23/player/dirk-kuyt/15539
Steven Gerrard,https://www.futwiz.com/en/fifa23/player/steven-gerrard/1272
Andriy Shevchenko,https://www.futwiz.com/en/fifa23/player/andriy-shevchenko/1271
Puyol,https://www.futwiz.com/en/fifa23/player/puyol/1273
Ruud van Nistelrooy,https://www.futwiz.com/en/fifa23/player/ruud-van-nistelrooy/1277
Aleksandr Mostovoi,https://www.futwiz.com/en/fifa23/player/aleksandr-mostovoi/15551
Landon Donovan,https://www.futwiz.com/en/fifa23/player/landon-donovan/15547
Juan Sebastian Veron,https://www.futwiz.com/en/fifa23/player/juan-sebastian-veron/1270
Freddie Ljungberg,https://www.futwiz.com/en/fifa23/player/freddie-ljungberg/15564
Pavel Nedved,https://www.futwiz.com/en/fifa23/player/pavel-nedved/1274
David Trezeguet,https://www.futwiz.com/en/fifa23/player/david-trezeguet/1282
Patrick Kluivert,https://www.futwiz.com/en/fifa23/player/patrick-kluivert/1265
Frank Lampard,https://www.futwiz.com/en/fifa23/player/frank-lampard/1268
Frank Lampard,https://www.futwiz.com/en/fifa23/player/frank-lampard/21704
Michael Owen,https://www.futwiz.com/en/fifa23/player/michael-owen/1275
Gianluca Zambrotta,https://www.futwiz.com/en/fifa23/player/gianluca-zambrotta/1279
Michael Ballack,https://www.futwiz.com/en/fifa23/player/michael-ballack/1264
Ole Gunnar Solskjaer,https://www.futwiz.com/en/fifa23/player/ole-gunnar-solskjaer/15545
Patrick Vieira,https://www.futwiz.com/en/fifa23/player/patrick-vieira/1267
Roberto Carlos,https://www.futwiz.com/en/fifa23/player/roberto-carlos/1280
Christian Vieri,https://www.futwiz.com/en/fifa23/player/christian-vieri/1284
Robbie Keane,https://www.futwiz.com/en/fifa23/player/robbie-keane/15571
Roy Keane,https://www.futwiz.com/en/fifa23/player/roy-keane/1278
Saeed Al-Owairan,https://www.futwiz.com/en/fifa23/player/saeed-al-owairan/15592
Micky van de Ven,https://www.futwiz.com/en/fifa23/player/micky-van-de-ven/20081
Davor Suker,https://www.futwiz.com/en/fifa23/player/davor-suker/1298
Fernando Torres,https://www.futwiz.com/en/fifa23/player/fernando-torres/1303
Malik Tillman,https://www.futwiz.com/en/fifa23/player/malik-tillman/20554
Florian Wirtz,https://www.futwiz.com/en/fifa23/player/florian-wirtz/21304
Nemanja Vidic,https://www.futwiz.com/en/fifa23/player/nemanja-vidic/1289
Daniel Maldini,https://www.futwiz.com/en/fifa23/player/daniel-maldini/21510
Ashley Cole,https://www.futwiz.com/en/fifa23/player/ashley-cole/1299
Reinier,https://www.futwiz.com/en/fifa23/player/reinier/19266
Pedri,https://www.futwiz.com/en/fifa23/player/pedri/17800
Pedri,https://www.futwiz.com/en/fifa23/player/pedri/34
Gregore,https://www.futwiz.com/en/fifa23/player/gregore/21511
Ian Wright,https://www.futwiz.com/en/fifa23/player/ian-wright/1293
Tuta,https://www.futwiz.com/en/fifa23/player/tuta/20626
Gonzalo Plata,https://www.futwiz.com/en/fifa23/player/gonzalo-plata/17788
Alfonso Espino,https://www.futwiz.com/en/fifa23/player/alfonso-espino/17605
Noble Okello,https://www.futwiz.com/en/fifa23/player/noble-okello/19290
Tajon Buchanan,https://www.futwiz.com/en/fifa23/player/tajon-buchanan/17643
Saud Abdulhamid,https://www.futwiz.com/en/fifa23/player/saud-abdulhamid/21412
Bukayo Saka,https://www.futwiz.com/en/fifa23/player/bukayo-saka/21473
Fran Garcia,https://www.futwiz.com/en/fifa23/player/fran-garcia/20073
Silas,https://www.futwiz.com/en/fifa23/player/silas/19309
Lovro Majer,https://www.futwiz.com/en/fifa23/player/lovro-majer/19134
Jonathan Burkardt,https://www.futwiz.com/en/fifa23/player/jonathan-burkardt/20566
Luquinhas,https://www.futwiz.com/en/fifa23/player/luquinhas/19363
Maxence Lacroix,https://www.futwiz.com/en/fifa23/player/maxence-lacroix/17512
Rodrygo,https://www.futwiz.com/en/fifa23/player/rodrygo/20639
Lee Kang In,https://www.futwiz.com/en/fifa23/player/lee-kang-in/17616
Jonathan David,https://www.futwiz.com/en/fifa23/player/jonathan-david/19426
Lois Openda,https://www.futwiz.com/en/fifa23/player/lois-openda/19325
Pedro Porro,https://www.futwiz.com/en/fifa23/player/pedro-porro/19478
Borna Sosa,https://www.futwiz.com/en/fifa23/player/borna-sosa/18997
Lee Dong Jun,https://www.futwiz.com/en/fifa23/player/lee-dong-jun/17615
Alexis Saelemaekers,https://www.futwiz.com/en/fifa23/player/alexis-saelemaekers/19406
Cody Gakpo,https://www.futwiz.com/en/fifa23/player/cody-gakpo/17269
Jawad El Yamiq,https://www.futwiz.com/en/fifa23/player/jawad-el-yamiq/19180
Mikkel Damsgaard,https://www.futwiz.com/en/fifa23/player/mikkel-damsgaard/19170
Nikola Vlasic,https://www.futwiz.com/en/fifa23/player/nikola-vlasic/18998
Pedro Goncalves,https://www.futwiz.com/en/fifa23/player/pedro-goncalves/21303
Callum Hudson-Odoi,https://www.futwiz.com/en/fifa23/player/callum-hudson-odoi/17563
Bremer,https://www.futwiz.com/en/fifa23/player/bremer/17628
Jonathan Clauss,https://www.futwiz.com/en/fifa23/player/jonathan-clauss/19268
Nikolas Nartey,https://www.futwiz.com/en/fifa23/player/nikolas-nartey/17614
Phil Foden,https://www.futwiz.com/en/fifa23/player/phil-foden/17799
Phil Foden,https://www.futwiz.com/en/fifa23/player/phil-foden/386
Ibrahima Konate,https://www.futwiz.com/en/fifa23/player/ibrahima-konate/21537
Ao Tanaka,https://www.futwiz.com/en/fifa23/player/ao-tanaka/19181
David Raum,https://www.futwiz.com/en/fifa23/player/david-raum/17524
Arnaut Danjuma,https://www.futwiz.com/en/fifa23/player/arnaut-danjuma/17409
Reinildo,https://www.futwiz.com/en/fifa23/player/reinildo/20638
Ethan Ampadu,https://www.futwiz.com/en/fifa23/player/ethan-ampadu/19052
Marcelino Moreno,https://www.futwiz.com/en/fifa23/player/marcelino-moreno/19307
Matthijs de Ligt,https://www.futwiz.com/en/fifa23/player/matthijs-de-ligt/17797
Matthijs de Ligt,https://www.futwiz.com/en/fifa23/player/matthijs-de-ligt/179
Gregor Kobel,https://www.futwiz.com/en/fifa23/player/gregor-kobel/17580
Florian Neuhaus,https://www.futwiz.com/en/fifa23/player/florian-neuhaus/19358
Patrik Schick,https://www.futwiz.com/en/fifa23/player/patrik-schick/183
Dodo,https://www.futwiz.com/en/fifa23/player/dodo/17518
Akram Afif,https://www.futwiz.com/en/fifa23/player/akram-afif/19046
Aaron Ramsdale,https://www.futwiz.com/en/fifa23/player/aaron-ramsdale/19424
Cedric Itten,https://www.futwiz.com/en/fifa23/player/cedric-itten/21746
Denzel Dumfries,https://www.futwiz.com/en/fifa23/player/denzel-dumfries/17562
Theo Hernandez,https://www.futwiz.com/en/fifa23/player/theo-hernandez/17807
Theo Hernandez,https://www.futwiz.com/en/fifa23/player/theo-hernandez/307
Ritsu Doan,https://www.futwiz.com/en/fifa23/player/ritsu-doan/19212
Takuma Asano,https://www.futwiz.com/en/fifa23/player/takuma-asano/17795
Victor Osimhen,https://www.futwiz.com/en/fifa23/player/victor-osimhen/17581
Daniel James,https://www.futwiz.com/en/fifa23/player/daniel-james/19171
Marcus Rashford,https://www.futwiz.com/en/fifa23/player/marcus-rashford/19427
Reiss Nelson,https://www.futwiz.com/en/fifa23/player/reiss-nelson/21326
Ousmane Dembele,https://www.futwiz.com/en/fifa23/player/ousmane-dembele/17533
Diogo Goncalves,https://www.futwiz.com/en/fifa23/player/diogo-goncalves/22369
Tammy Abraham,https://www.futwiz.com/en/fifa23/player/tammy-abraham/19377
Gonzalo Montiel,https://www.futwiz.com/en/fifa23/player/gonzalo-montiel/19104
Miguel Almiron,https://www.futwiz.com/en/fifa23/player/miguel-almiron/17644
